Filename,Grammatical Error Percentage,Readability Score,Average Sentence Length,Repetitive Words Count,Repetitive Words List (limited),Repetitive Words List (full),AI Content Percentage,Generic Content Percentage
Treasure of the Sierra Madre script.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Treasure of the Sierra Madre script.pdf_repetitive_words_full_list.txt,66.67,0
True Detective Ep 101.pdf,73.19,85.89,9.552631578947368,801,"true: 2, detective: 14, chapter: 2, long: 9, dark: 12, agency: 5, interrogation: 15, room: 32, open: 6, martin: 17...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\True Detective Ep 101.pdf_repetitive_words_full_list.txt,35.14,0.15
True Romance.pdf,96.35,87.31,8.367728107777097,1399,"true: 6, romance: 4, early: 3, relationships: 2, films: 4, heart: 9, fast: 8, food: 10, culture: 2, roger: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\True Romance.pdf_repetitive_words_full_list.txt,34.7,0.13
Tusk.pdf,96.23,85.69,10.018918918918919,1159,"tusk: 30, kevin: 2, smith: 2, story: 5, smodcast: 2, walrus: 64, mosier: 3, second: 4, pictures: 7, winnipeg: 15...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Tusk.pdf_repetitive_words_full_list.txt,34.98,0.15
Twin Peaks Pilot.pdf,84.0,87.01,9.09213863060017,676,"twin: 2, peaks: 2, written: 2, first: 7, august: 2, blue: 8, fade: 8, great: 17, northern: 14, hotel: 13...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Twin Peaks Pilot.pdf_repetitive_words_full_list.txt,35.02,0.07
Unbreakable.pdf,97.78,88.02,7.960063391442155,1394,"written: 6, night: 44, store: 27, afternoon: 35, women: 6, wear: 2, department: 2, penny: 2, legend: 4, carrying: 11...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Unbreakable.pdf_repetitive_words_full_list.txt,34.84,0.17
Unforgiven script.pdf,96.85,85.49,11.675249169435215,1409,"william: 8, munny: 501, written: 7, shooting: 4, fade: 2, alice: 97, room: 32, night: 56, little: 348, moonlight: 4...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Unforgiven script.pdf_repetitive_words_full_list.txt,34.66,0.08
Unforgiven.pdf,96.85,85.49,11.675249169435215,1409,"william: 8, munny: 501, written: 7, shooting: 4, fade: 2, alice: 97, room: 32, night: 56, little: 348, moonlight: 4...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Unforgiven.pdf_repetitive_words_full_list.txt,34.66,0.08
United States Of Tara Pilot.pdf,84.27,87.82,8.048418972332016,552,"tara: 127, drive: 3, home: 7, office: 4, late: 5, afternoon: 6, seeing: 2, gregor: 10, perspective: 2, video: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\United States Of Tara Pilot.pdf_repetitive_words_full_list.txt,35.04,0.18
Up.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Up.pdf_repetitive_words_full_list.txt,66.67,0
Vertigo.pdf,74.68,85.99,9.741945672773216,1409,"francisco: 50, roof: 26, tops: 18, dusk: 18, close: 28, shot: 115, view: 32, parapet: 6, rail: 2, fire: 14...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Vertigo.pdf_repetitive_words_full_list.txt,34.57,0.13
Vice.pdf,96.85,86.91,8.713082039911308,1322,"vice: 37, written: 2, directed: 3, open: 6, black: 21, following: 2, true: 3, given: 2, dick: 357, cheney: 211...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Vice.pdf_repetitive_words_full_list.txt,35.11,0.15
Villains.pdf,95.18,85.18,10.94762979683973,1437,"villains: 3, feel: 7, free: 7, police: 28, sirens: 7, first: 10, many: 3, sounds: 2, become: 9, blur: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Villains.pdf_repetitive_words_full_list.txt,34.86,0.14
Wall-E.pdf,98.72,81.8,5.965862068965517,1197,"space: 30, stars: 7, show: 6, sunday: 2, clothes: 2, plays: 20, world: 4, outside: 16, distant: 3, single: 6...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Wall-E.pdf_repetitive_words_full_list.txt,35.08,0.07
We Need To Talk About Kevin.pdf,88.72,85.99,9.624396967608545,1790,"need: 14, talk: 12, kevin: 465, black: 35, teenage: 5, kids: 16, hushed: 2, bedroom: 28, duplex: 7, morning: 25...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\We Need To Talk About Kevin.pdf_repetitive_words_full_list.txt,35.02,0.1
When Harry Met Sally.pdf,0,206.84,0,0,...,C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\When Harry Met Sally.pdf_repetitive_words_full_list.txt,66.67,0
Whiplash.pdf,93.04,88.02,8.391504424778761,1255,"whiplash: 17, black: 11, hear: 16, drumstick: 2, drum: 37, head: 25, sharp: 2, second: 17, third: 7, fourth: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Whiplash.pdf_repetitive_words_full_list.txt,34.64,0.07
Wild At Heart.pdf,96.67,87.31,9.367761598374534,1463,"love: 33, story: 5, book: 2, sailor: 596, lula: 555, city: 18, street: 26, screaming: 4, motorcycle: 6, wound: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Wild At Heart.pdf_repetitive_words_full_list.txt,34.71,0.08
Winter_s Bone.pdf,92.21,96.08,7.488621997471555,658,"winter: 3, bone: 4, wintry: 2, sonny: 65, sister: 12, ashlee: 65, trampoline: 5, play: 3, horse: 9, around: 23...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Winter_s Bone.pdf_repetitive_words_full_list.txt,34.76,0.13
Witness.pdf,88.8,86.3,9.945575221238938,1332,"witness: 5, wallace: 2, lancaster: 18, county: 15, countryside: 3, title: 2, sequence: 3, faces: 8, several: 7, young: 14...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Witness.pdf_repetitive_words_full_list.txt,34.95,0.13
XMen Days Of Future Past.pdf,86.41,87.42,9.392993409642733,1274,"days: 5, future: 85, past: 148, written: 2, simon: 2, kinberg: 2, story: 2, species: 6, evolution: 2, others: 6...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\XMen Days Of Future Past.pdf_repetitive_words_full_list.txt,34.57,0.06
Xmen.pdf,89.77,85.49,9.90625,1542,"black: 16, gray: 7, featureless: 2, seems: 28, even: 21, though: 21, could: 34, right: 23, front: 20, face: 43...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Xmen.pdf_repetitive_words_full_list.txt,35.0,0.17
Young Adult.pdf,95.51,88.33,7.177714080974561,1228,"young: 9, adult: 7, high: 18, school: 22, fantasy: 6, music: 11, fade: 2, scene: 4, classic: 2, dream: 2...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Young Adult.pdf_repetitive_words_full_list.txt,34.85,0.18
Zero Dark Thirty.pdf,97.75,86.1,9.139309764309765,1361,"dark: 4, thirty: 6, original: 2, mark: 2, october: 2, black: 26, emerge: 2, hear: 7, calls: 10, made: 3...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Zero Dark Thirty.pdf_repetitive_words_full_list.txt,35.03,0.09
Zodiac.pdf,97.97,87.82,7.854092526690391,1763,"based: 2, books: 15, zodiac: 164, robert: 35, graysmith: 700, white: 16, shooting: 216, script: 209, full: 6, blue: 15...",C:\Users\Shaurya\Desktop\Metrics Generation Project\Dataset\Scripts\Zodiac.pdf_repetitive_words_full_list.txt,34.57,0.09
